קוסטה ריקה	Costa Rica	מלריה	ביקור - דחייה ל 12 חודשים, עפ"י אזורים. שהייה מעל 6 חודשים - דחייה ל 3 שנים, עפ"י אזורים.	סיכון בפרובינציות: Alajuela ו- Limon.
קוסראה	Kosrae	נגיפים טרופיים	ביקור - דחייה ל 4 שבועות	כגון: נגיפים זיקה, דנגה, צ'יקונגוניה
קוראסאו	Curacao	נגיפים טרופיים	ביקור - דחייה ל 4 שבועות	כגון: נגיפים זיקה, דנגה, צ'יקונגוניה
קוריאה הדרומית	South Korea	מלריה	ביקור - דחייה ל 12 חודשים, עפ"י אזורים. שהייה מעל 6 חודשים - דחייה ל 3 שנים, עפ"י אזורים.	סיכון במרץ-דצמבר באזורים כפריים בחלקים הצפוניים של הפרובינציות Incheon, Kangwon , Kyônggi כולל האזור המפורז(DMZ).
קוריאה הצפונית	North Korea	מלריה	ביקור - דחייה ל 12 חודשים, עפ"י אזורים. שהייה מעל 6 חודשים - דחייה ל 3 שנים, עפ"י אזורים.	סיכון בפרובינציות הדרומיות
קטר	Qatar	נגיף קורונה (MERS)	ביקור - דחייה לשבועיים	
קיריבאטי	Kiribati	נגיפים טרופיים	ביקור - דחייה ל 4 שבועות	כגון: נגיפים זיקה, דנגה, צ'יקונגוניה
קלדוניה החדשה	New Caledonia	נגיפים טרופיים	ביקור - דחייה ל 4 שבועות	כגון: נגיפים זיקה, דנגה, צ'יקונגוניה
קמבודיה	Cambodia	נגיפים טרופיים	ביקור - דחייה ל 4 שבועות	כגון: נגיפים זיקה, דנגה, צ'יקונגוניה
קמבודיה	Cambodia	מלריה	ביקור - דחייה ל 12 חודשים, עפ"י אזורים. שהייה מעל 6 חודשים - דחייה ל 3 שנים, עפ"י אזורים.	אין סיכון בערים Phnom Penh ו- Siem Reap ובמתחם המקדש המרכזי ב- Angkor Wat.
קמרון	Cameroon	מלריה	ביקור - דחייה ל 12 חודשים. שהייה מעל 6 חודשים - דחייה ל 3 שנים.	
קניה	Kenya	מלריה	ביקור - דחייה ל 12 חודשים עפ"י אזורים. שהייה מעל 6 חודשים - דחייה ל 3 שנים עפ"י אזורים.	סיכון בכל האזורים הנמוכים מ-2500 מ'. מקרים בודדים בעיר הבירה ניירובי.
ראוניון	Reunion	נגיפים טרופיים	ביקור - דחייה ל 4 שבועות	כגון: נגיפים זיקה, דנגה, צ'יקונגוניה
רואנדה	Rwanda	מלריה	ביקור - דחייה ל 12 חודשים. שהייה מעל 6 חודשים - דחייה ל 3 שנים.	
תאילנד	Thailand	איידס	ביקור/שהייה - דחייה ל-3 חודשים	
תאילנד	Thailand	מלריה	ביקור - דחייה ל 12 חודשים, עפ"י אזורים. שהייה מעל 6 חודשים - דחייה ל 3 שנים, עפ"י אזורים.	סיכון בפרובינציות הגובלות ב Burma , Cambodia (אין סיכון ב Buri Ram) ו-Malaysia (במיוחד באזורים כפריים מיוערים). אין סיכון בערים Bangkok, Chiang Mai, Chiang Rai ו-Pattaya ובאיים Koh Phangan, Koh Samui, Phuket ובפרובינציית האי Krabi (Koh Phi Phi, Koh Yao Noi, Koh Yao Yai, ו- Ko Lanta).
תימן	Yemen	נגיפים טרופיים	ביקור - דחייה ל 4 שבועות	כגון: נגיפים זיקה, דנגה, צ'יקונגוניה
תימן	Yemen	מלריה	ביקור - דחייה ל 12 חודשים, עפ"י אזורים. שהייה מעל 6 חודשים - דחייה ל 3 שנים, עפ"י אזורים.	סיכון בכל האזורים נמוכים מ 2000m . אין סיכון ב- Sana'a.
